case_id,audit_stratum,reviewer_label,reviewer_confidence,needs_second_review,review_date,reviewer_notes,source_notice_id,candidate_notice_id,gbm_candidate_notice_id,composite_candidate_notice_id,gbm_decision,composite_decision,buyer_name,buyer_key_type,buyer_n_sources,source_date,candidate_date,gap_months,source_cpv,category_label,duration_imputed,s_text,s_cpv,s_time,s_buyer,composite_score,gbm_score,top1_top2_margin,n_candidates_for_source,source_text,candidate_text,reason_code,rule_version,benchmark_version,failure_material_scope_mismatch,failure_administrative_version_or_rectificatif,failure_same_buyer_broad_digital_signal,failure_high_buyer_activity_ambiguity,failure_name_fallback_identity_risk,failure_high_cpv_false_security,failure_low_text_evidence,failure_small_margin_ambiguity,failure_method_disagreement_false_positive,n_failure_modes,failure_modes
AUDIT-011,gbm_and_composite,WRONG_LINK,HIGH,False,46240,"The two eForms notices share the same ContractFolderID and procurement ID; the candidate is version 02 and identifies version 01 as the changed notice. It is a notice update, not a renewal.",25-110291,25-121229,25-121229,25-121229,LINKED,LINKED,Nantes métropole,RAW_SIRET,53,2025-10-05,2025-10-31,0.8541392904073587,72500000.0,DIGITAL_ICT,False,1.0,1.0,0.3155935173017958,1.0,0.8288983793254489,0.8087544120805777,0.4468936583672837,12,Accord-cadre mono-attributaire à bons de commande - prestations de maintenance des infrastructures centrales de régulation de trafic,Accord-cadre mono-attributaire à bons de commande - prestations de maintenance des infrastructures centrales de régulation de trafic,GBM_AND_COMPOSITE,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,False,True,False,True,False,True,False,False,False,3,ADMINISTRATIVE_VERSION_OR_RECTIFICATIF;HIGH_BUYER_ACTIVITY_AMBIGUITY;HIGH_CPV_FALSE_SECURITY
AUDIT-012,gbm_and_composite,WRONG_LINK,HIGH,False,46240,The source is 'Réalisation de modélisations hydrosédimentaires dans le cadre du projet EOLE. lieu : Circonscription du GPMNSN.' while the candidate is 'Etudes en vue de la remotorisation d'un pont basculant à Saint-Nazaire'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,24-82099,24-83982,24-83982,24-83982,LINKED,LINKED,"GRAND PORT MARITIME DE NANTES SAINT NAZAIRE
18, quai Ernest Renaud, Nantes 44186",NAME_FALLBACK,2,2024-07-11,2024-07-16,0.164257555847569,72242000.0,DIGITAL_ICT,True,0.0032672562178939,1.0,0.0199299167761717,0.6,0.3661260188703058,0.7076292002571609,0.3661260188703058,1,Réalisation de modélisations hydrosédimentaires dans le cadre du projet EOLE. lieu : Circonscription du GPMNSN.,Etudes en vue de la remotorisation d'un pont basculant à Saint-Nazaire,GBM_AND_COMPOSITE,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,True,True,True,False,False,5,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;NAME_FALLBACK_IDENTITY_RISK;HIGH_CPV_FALSE_SECURITY;LOW_TEXT_EVIDENCE
AUDIT-013,gbm_and_composite,CORRECT_LINK,MEDIUM,True,46240,Both notices concern the same university Wi-Fi infrastructure. The first extends high-density coverage; the later notice refits the high-density Wi-Fi platform and keeps the same main equipment/maintenance CPVs. This is a credible continuation of the same technical need.,15-102348,16-48016,16-48016,16-48016,LINKED,LINKED,Université de Nantes,NAME_FALLBACK,53,2015-07-03,2016-03-31,8.935611038107753,32420000.0,DIGITAL_ICT,True,0.2726721156563377,1.0,0.8631187034603591,0.6,0.671214916344808,0.9321263702267216,0.1964295053862257,12,Extension de l'infrastructure Wifi haut débit à l'université de Nantes,refonte de l'infrastructure WI-FI haute densité de l'université de Nantes,GBM_AND_COMPOSITE,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,False,False,False,False,False,False,False,False,False,0,
AUDIT-014,gbm_and_composite,WRONG_LINK,HIGH,False,46240,The two eForms notices share the same ContractFolderID and procurement ID; the candidate is version 02 of the source procedure. It is not a distinct successor contract.,25-109666,25-125088,25-125088,25-125088,LINKED,LINKED,Ville de Nantes,RAW_SIRET,13,2025-10-04,2025-11-12,1.281208935611038,32323500.0,DIGITAL_ICT,False,0.9999999999999998,1.0,0.3867717915024091,1.0,0.8466929478756021,0.8486957280760423,0.3374488909008387,3,Fourniture de caméras piétons avec accessoires pour les agents de la Police Municipale (Ville de Nantes) et de l'Unité Métropolitaine des Transports en Commun (Nantes Métropole),Fourniture de caméras piétons avec accessoires pour les agents de la Police Municipale (Ville de Nantes) et de l'Unité Métropolitaine des Transports en Commun (Nantes Métropole),GBM_AND_COMPOSITE,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,False,True,False,False,False,True,False,False,False,2,ADMINISTRATIVE_VERSION_OR_RECTIFICATIF;HIGH_CPV_FALSE_SECURITY
AUDIT-015,gbm_and_composite,WRONG_LINK,HIGH,False,46240,"The source is 'Abonnement à un logiciel de gestion d'une flotte vélos' while the candidate is 'Acquisition, mise en oeuvre, maintenance et évolution d'un logiciel de recrutement en mode Saas et prestations associées'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",22-52158,22-61807,22-61807,22-61807,LINKED,LINKED,CD 44,RAW_SIRET,27,2022-04-11,2022-04-29,0.5913272010512484,72268000.0,DIGITAL_ICT,True,0.1159640952732297,1.0,0.0965834428383706,1.0,0.464733294055223,0.654830990641589,0.0549259290917627,14,Abonnement à un logiciel de gestion d'une flotte vélos,"Acquisition, mise en oeuvre, maintenance et évolution d'un logiciel de recrutement en mode Saas et prestations associées",GBM_AND_COMPOSITE,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,False,True,True,False,False,5,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;HIGH_CPV_FALSE_SECURITY;LOW_TEXT_EVIDENCE
AUDIT-016,gbm_and_composite,WRONG_LINK,MEDIUM,True,46240,"External TED-derived records show different scopes: 16-DIR-UDI-10 is IT project-management support for the SAGT Unifié project, while 16-DIR-UDI-05 is a separate 48-month IT/network service for traffic operations. Related domain, but not the same procurement need.",17-39457,17-136551,17-136551,17-136551,LINKED,LINKED,DIR INTERDEPARTEMENTALE ROUTES OUEST,NAME_FALLBACK,4,2017-03-23,2017-09-30,6.274638633377135,72267000.0,DIGITAL_ICT,True,0.8377922746823196,1.0,0.9616732369689006,0.6,0.8936456053810371,0.9759883790770412,0.8936456053810371,1,16-DIR-UDI-10,16-DIR-UDI-05,GBM_AND_COMPOSITE,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,False,False,True,True,False,False,False,3,MATERIAL_SCOPE_MISMATCH;NAME_FALLBACK_IDENTITY_RISK;HIGH_CPV_FALSE_SECURITY
AUDIT-017,gbm_and_composite,WRONG_LINK,HIGH,False,46240,The source is 'Maintenance et prestations associées pour les logiciels de sécurité périmétriques et postes clients de la Ville de Saint-Herblain' while the candidate is 'Installation et maintenance des dispositifs de télésurveillance des équipements municipaux de la Ville de Saint-Herblain'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,20-118247,21-76512,21-76512,21-76512,LINKED,LINKED,Commune de Saint-Herblain,NAME_FALLBACK,22,2020-09-30,2021-06-09,8.278580814717477,72250000.0,DIGITAL_ICT,True,0.2093452826113215,1.0,0.8412176960140166,0.6,0.6435752729174666,0.94025726326149,0.2170994389829086,6,Maintenance et prestations associées pour les logiciels de sécurité périmétriques et postes clients de la Ville de Saint-Herblain,Installation et maintenance des dispositifs de télésurveillance des équipements municipaux de la Ville de Saint-Herblain,GBM_AND_COMPOSITE,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,True,True,False,False,False,5,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;HIGH_CPV_FALSE_SECURITY
AUDIT-018,gbm_and_composite,WRONG_LINK,MEDIUM,True,46240,"The source is 'Conception, maintenance, mise en ligne, hébergement et référencement de sites internet' while the candidate is 'Mise à disposition d'une solution en ligne de gestion d'un système d'information touristique'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",21-125688,22-93332,22-93332,22-93332,LINKED,LINKED,Vendée Expansion,NAME_FALLBACK,9,2021-09-22,2022-07-06,9.42838370565046,72000000.0,DIGITAL_ICT,True,0.1348238300139508,0.2,0.8850197109067017,0.6,0.3884432682315582,0.6779397811743436,0.3884432682315582,1,"Conception, maintenance, mise en ligne, hébergement et référencement de sites internet",Mise à disposition d'une solution en ligne de gestion d'un système d'information touristique,GBM_AND_COMPOSITE,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,True,False,True,False,False,4,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE
AUDIT-019,gbm_only,WRONG_LINK,HIGH,False,46240,The source is 'Tour à commande numérique 4 axes' while the candidate is 'Maintenance du logiciel ZIMBRA'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,17-32165,18-13243,18-13243,,LINKED,NOT_LINKED,Université d'Angers,NAME_FALLBACK,29,2017-03-07,2018-01-29,10.775295663600524,,DIGITAL_ICT,True,0.0,0.1,0.5893561103810776,0.6,0.2373390275952694,0.2935289566891391,0.2373390275952694,1,Tour à commande numérique 4 axes,Maintenance du logiciel ZIMBRA,GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,True,False,True,False,True,6,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-020,gbm_only,WRONG_LINK,MEDIUM,True,46240,The source is 'Evolution de l'infrastructure informatique et de la téléphonie' while the candidate is 'PRESTATION DE GESTION DU SYSTEME D'INFORMATION et TIERCE MAINTENANCE APPLICATIVE DU SYSTEME D'INFORMATION DES SOCIETES DU GROUPE CIF'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,20-130827,21-51441,21-51441,,LINKED,NOT_LINKED,CIF GIE GEIPCI,RAW_SIRET,2,2020-10-25,2021-04-18,5.7490144546649145,72514000.0,DIGITAL_ICT,True,0.0079467900677649,0.2,0.3758212877792378,1.0,0.2567366984685272,0.6452330680213538,0.2567366984685272,1,Evolution de l'infrastructure informatique et de la téléphonie,PRESTATION DE GESTION DU SYSTEME D'INFORMATION et TIERCE MAINTENANCE APPLICATIVE DU SYSTEME D'INFORMATION DES SOCIETES DU GROUPE CIF,GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,False,False,True,False,True,4,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-021,gbm_only,INSUFFICIENT_INFORMATION,LOW,True,46240,"The source covers specific CFE, trades-register, apprenticeship and CRM applications, while the later notice broadly covers business software. The later scope may contain the earlier applications, but BOAMP provides no common lot/reference or explicit relaunch link, so a true successor cannot be established.",16-110202,17-129931,17-129931,,LINKED,NOT_LINKED,CMAR PAYS DE LA LOIRE,NAME_FALLBACK,9,2016-07-25,2017-09-17,13.76478318002628,,DIGITAL_ICT,True,0.1246707629615772,0.1,0.6605343845816907,0.6,0.2987683631819747,0.3127825554475726,0.2987683631819747,1,"Applicatifs informatiques pour la gestion du centre de formalités des entreprises, du répertoire des métiers et des contrats d'apprentissage","Marché de fourniture et maintenance des progiciels métiers, ainsi que la fourniture et la maintenance des logiciels nécessaires au fonctionnement de ces logiciels métiers",GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,False,False,False,False,False,False,False,False,False,0,
AUDIT-022,gbm_only,WRONG_LINK,HIGH,False,46240,"The source is 'Réalisation du site internet de la Ville d'Orvault.' while the candidate is 'Acquisition et maintenance d'une presse numérique, de photocopieurs multifonctions et des logiciels et prestations associés.'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",23-217,23-159358,23-159358,,LINKED,NOT_LINKED,Ville d'Orvault,NAME_FALLBACK,20,2023-01-02,2023-11-16,10.446780551905388,,DIGITAL_ICT,True,0.0028647265807317,0.1,0.2498904949627682,0.6,0.1534752780439481,0.2743176747989479,0.1534752780439481,1,Réalisation du site internet de la Ville d'Orvault.,"Acquisition et maintenance d'une presse numérique, de photocopieurs multifonctions et des logiciels et prestations associés.",GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,True,False,True,False,True,6,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-023,gbm_only,WRONG_LINK,HIGH,False,46240,"The source is 'Acquisition, maintenance et prestations associées pour l'infrastructure réseau, TOIP et Visio de la Ville de Saint-Herblain' while the candidate is 'Audit sur le SI Famille (portail famille et logiciels métiers associés) de la Ville de Saint-Herblain'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",21-157863,22-95583,22-95583,,LINKED,NOT_LINKED,Commune de Saint-Herblain,NAME_FALLBACK,22,2021-12-02,2022-07-07,7.128777923784494,72267100.0,DIGITAL_ICT,True,0.1965774451418546,0.1,0.7262374069207184,0.6,0.3403614575298287,0.268029443140068,0.3403614575298287,1,"Acquisition, maintenance et prestations associées pour l'infrastructure réseau, TOIP et Visio de la Ville de Saint-Herblain",Audit sur le SI Famille (portail famille et logiciels métiers associés) de la Ville de Saint-Herblain,GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,True,False,True,False,True,6,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
